0	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_1000_tokens/10	3.6390101892285295E-4	3.6390101892285295E-4	0.24053857350800584	0.0789665211062591	0.004730713245997088	0.002547307132459971	3.6390101892285295E-4	0.013464337700145561	0.12481804949053857	0.01564774381368268	3.6390101892285295E-4	3.6390101892285295E-4	3.6390101892285295E-4	0.004730713245997088	0.002547307132459971	3.6390101892285295E-4	3.6390101892285295E-4	0.3715429403202329	0.03529839883551674	0.011280931586608443	0.002547307132459971	0.013464337700145561	0.002547307132459971	0.04403202328966521	3.6390101892285295E-4	0.006914119359534206	0.017831149927219795	0.002547307132459971	3.6390101892285295E-4	3.6390101892285295E-4
1	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_1000_tokens/10090	2.834467120181406E-4	0.20776643990929705	0.058106575963718814	2.834467120181406E-4	2.834467120181406E-4	2.834467120181406E-4	2.834467120181406E-4	0.13293650793650794	0.06831065759637188	0.12783446712018143	2.834467120181406E-4	2.834467120181406E-4	2.834467120181406E-4	2.834467120181406E-4	0.007086167800453515	2.834467120181406E-4	2.834467120181406E-4	0.15674603174603174	0.046201814058956917	0.0036848072562358273	0.0019841269841269845	0.0019841269841269845	2.834467120181406E-4	0.03429705215419501	2.834467120181406E-4	0.14484126984126985	2.834467120181406E-4	0.0036848072562358273	2.834467120181406E-4	2.834467120181406E-4
2	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_1000_tokens/10150	2.9036004645760743E-4	0.054297328687572595	2.9036004645760743E-4	0.07520325203252032	2.9036004645760743E-4	0.14663182346109177	2.9036004645760743E-4	0.09088269454123113	0.10656213704994193	0.0508130081300813	2.9036004645760743E-4	0.10481997677119628	0.010743321718931475	0.0020325203252032522	0.18147502903600465	0.010743321718931475	2.9036004645760743E-4	2.9036004645760743E-4	0.036875725900116146	0.0037746806039488964	0.010743321718931475	2.9036004645760743E-4	0.005516840882694541	0.0020325203252032522	0.0508130081300813	2.9036004645760743E-4	2.9036004645760743E-4	0.04732868757259001	2.9036004645760743E-4	0.005516840882694541
3	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_1000_tokens/10180	4.553734061930783E-4	0.21903460837887068	0.07422586520947178	4.553734061930783E-4	4.553734061930783E-4	4.553734061930783E-4	4.553734061930783E-4	0.04690346083788707	0.07422586520947178	0.019581056466302368	0.0031876138433515485	0.04690346083788707	0.0059198542805100176	4.553734061930783E-4	0.14253187613843352	4.553734061930783E-4	4.553734061930783E-4	0.16438979963570127	0.014116575591985429	4.553734061930783E-4	4.553734061930783E-4	4.553734061930783E-4	4.553734061930783E-4	0.12340619307832422	0.022313296903460837	4.553734061930783E-4	4.553734061930783E-4	4.553734061930783E-4	0.0031876138433515485	0.033242258652094715
4	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_1000_tokens/10220	3.8402457757296467E-4	0.037250384024577574	0.08333333333333333	0.15706605222734257	0.009600614439324117	0.030337941628264208	3.8402457757296467E-4	0.21927803379416283	0.04646697388632873	0.1893241167434716	3.8402457757296467E-4	3.8402457757296467E-4	0.0049923195084485405	0.021121351766513054	3.8402457757296467E-4	3.8402457757296467E-4	3.8402457757296467E-4	3.8402457757296467E-4	3.8402457757296467E-4	0.04646697388632873	0.002688172043010753	0.02803379416282642	3.8402457757296467E-4	3.8402457757296467E-4	3.8402457757296467E-4	0.02572964669738863	0.0049923195084485405	0.0879416282642089	3.8402457757296467E-4	3.8402457757296467E-4
5	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_1000_tokens/102500	0.0042109929078014184	2.2163120567375886E-4	0.01351950354609929	0.04277482269503546	2.2163120567375886E-4	2.2163120567375886E-4	2.2163120567375886E-4	0.11325354609929078	0.0986258865248227	2.2163120567375886E-4	2.2163120567375886E-4	0.02814716312056738	0.0015514184397163121	0.008200354609929078	0.2528812056737589	2.2163120567375886E-4	2.2163120567375886E-4	2.2163120567375886E-4	2.2163120567375886E-4	0.0015514184397163121	0.002881205673758865	0.009530141843971631	0.016179078014184396	2.2163120567375886E-4	0.006870567375886525	0.022828014184397165	2.2163120567375886E-4	2.2163120567375886E-4	0.36857269503546103	0.005540780141843972
6	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_1000_tokens/102600	0.007742461287693561	4.0749796251018743E-4	0.0028524857375713123	0.05419722901385493	4.0749796251018743E-4	4.0749796251018743E-4	4.0749796251018743E-4	0.09331703341483293	0.15688671556642217	0.05664221678891606	0.015077424612876936	0.0028524857375713123	4.0749796251018743E-4	0.02241238793806031	0.4576202118989405	4.0749796251018743E-4	4.0749796251018743E-4	4.0749796251018743E-4	0.02241238793806031	4.0749796251018743E-4	0.0028524857375713123	0.005297473512632436	0.010187449062754686	0.0028524857375713123	0.039527302363488184	4.0749796251018743E-4	4.0749796251018743E-4	4.0749796251018743E-4	0.04197229013854931	4.0749796251018743E-4
7	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_1000_tokens/102700	2.6246719160104987E-4	0.0049868766404199474	2.6246719160104987E-4	0.01758530183727034	2.6246719160104987E-4	2.6246719160104987E-4	2.6246719160104987E-4	0.2522309711286089	0.023884514435695538	0.110498687664042	0.0018372703412073493	0.0065616797900262475	2.6246719160104987E-4	0.31207349081364827	0.03648293963254593	0.0034120734908136482	0.0018372703412073493	0.02230971128608924	0.0805774278215223	2.6246719160104987E-4	2.6246719160104987E-4	2.6246719160104987E-4	2.6246719160104987E-4	0.02860892388451444	2.6246719160104987E-4	2.6246719160104987E-4	2.6246719160104987E-4	0.008136482939632546	0.0018372703412073493	0.0837270341207349
8	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_1000_tokens/102820	0.005471380471380471	4.2087542087542086E-4	0.010521885521885523	4.2087542087542086E-4	4.2087542087542086E-4	0.0281986531986532	4.2087542087542086E-4	0.14436026936026936	0.12415824915824915	4.2087542087542086E-4	0.058501683501683506	4.2087542087542086E-4	0.007996632996632997	0.002946127946127946	4.2087542087542086E-4	0.013047138047138048	4.2087542087542086E-4	0.002946127946127946	0.15446127946127947	4.2087542087542086E-4	4.2087542087542086E-4	0.0888047138047138	0.002946127946127946	0.043350168350168354	4.2087542087542086E-4	0.03577441077441077	0.06102693602693603	0.0989057239057239	0.0989057239057239	0.013047138047138048
9	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_1000_tokens/102840	0.01882716049382716	0.005864197530864197	0.009567901234567902	0.08364197530864197	3.0864197530864197E-4	0.02067901234567901	0.005864197530864197	0.06141975308641975	0.22067901234567902	0.19475308641975309	0.022530864197530864	3.0864197530864197E-4	3.0864197530864197E-4	3.0864197530864197E-4	0.1299382716049383	0.04475308641975309	3.0864197530864197E-4	0.00771604938271605	3.0864197530864197E-4	3.0864197530864197E-4	3.0864197530864197E-4	0.01882716049382716	0.022530864197530864	0.026234567901234566	0.08549382716049382	0.004012345679012345	0.005864197530864197	0.004012345679012345	0.002160493827160494	0.002160493827160494
