0	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_2000_tokens/10	0.0015432098765432098	0.04818244170096022	1.7146776406035664E-4	0.0015432098765432098	1.7146776406035664E-4	0.013888888888888888	0.11676954732510288	0.007030178326474623	1.7146776406035664E-4	0.002914951989026063	1.7146776406035664E-4	1.7146776406035664E-4	0.03446502057613169	0.0015432098765432098	0.24296982167352538	0.026234567901234566	0.00977366255144033	1.7146776406035664E-4	0.0399519890260631	1.7146776406035664E-4	1.7146776406035664E-4	0.05915637860082305	0.013888888888888888	0.002914951989026063	0.00977366255144033	1.7146776406035664E-4	0.0042866941015089165	1.7146776406035664E-4	0.00565843621399177	1.7146776406035664E-4	0.0015432098765432098	0.028978052126200273	1.7146776406035664E-4	0.0015432098765432098	0.2978395061728395	0.020747599451303157	1.7146776406035664E-4	0.0042866941015089165	1.7146776406035664E-4	1.7146776406035664E-4
1	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_2000_tokens/10090	0.029635608856088562	0.03793819188191882	0.02871309963099631	1.1531365313653136E-4	0.015797970479704798	0.001960332103321033	0.31745848708487084	1.1531365313653136E-4	0.0010378228782287823	0.003805350553505535	0.0010378228782287823	0.005650369003690037	0.14218173431734318	1.1531365313653136E-4	0.0776060885608856	0.006572878228782288	0.08037361623616236	0.007495387453874539	0.012107933579335794	0.0010378228782287823	0.002882841328413284	0.005650369003690037	1.1531365313653136E-4	1.1531365313653136E-4	0.0720710332103321	1.1531365313653136E-4	1.1531365313653136E-4	1.1531365313653136E-4	1.1531365313653136E-4	1.1531365313653136E-4	1.1531365313653136E-4	1.1531365313653136E-4	0.0010378228782287823	1.1531365313653136E-4	0.13849169741697417	0.007495387453874539	1.1531365313653136E-4	1.1531365313653136E-4	1.1531365313653136E-4	1.1531365313653136E-4
2	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_2000_tokens/10150	0.09061338289962825	0.003872366790582404	1.5489467162329616E-4	0.20337670384138787	1.5489467162329616E-4	1.5489467162329616E-4	0.036090458488228006	0.0013940520446096654	0.003872366790582404	0.01006815365551425	1.5489467162329616E-4	1.5489467162329616E-4	0.1364622057001239	1.5489467162329616E-4	1.5489467162329616E-4	1.5489467162329616E-4	0.01254646840148699	0.07202602230483271	0.006350681536555143	1.5489467162329616E-4	0.01254646840148699	1.5489467162329616E-4	1.5489467162329616E-4	1.5489467162329616E-4	0.15876703841387857	0.006350681536555143	1.5489467162329616E-4	1.5489467162329616E-4	1.5489467162329616E-4	0.003872366790582404	0.015024783147459727	0.011307311028500619	1.5489467162329616E-4	1.5489467162329616E-4	0.16000619578686492	1.5489467162329616E-4	0.02493804213135068	0.006350681536555143	1.5489467162329616E-4	0.021220570012391575
3	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_2000_tokens/10180	0.04536379769299024	0.05956078083407276	0.004547471162377995	1.1091393078970719E-4	0.016082519964507543	1.1091393078970719E-4	0.25565661047027505	1.1091393078970719E-4	1.1091393078970719E-4	1.1091393078970719E-4	1.1091393078970719E-4	1.1091393078970719E-4	0.15095385980479148	9.982253771073646E-4	0.09150399290150843	9.982253771073646E-4	0.008096716947648625	1.1091393078970719E-4	0.024955634427684118	0.008096716947648625	1.1091393078970719E-4	0.004547471162377995	1.1091393078970719E-4	1.1091393078970719E-4	0.11191215616681455	1.1091393078970719E-4	9.982253771073646E-4	1.1091393078970719E-4	1.1091393078970719E-4	1.1091393078970719E-4	9.982253771073646E-4	0.015195208518189885	0.003660159716060337	1.1091393078970719E-4	0.15006654835847383	1.1091393078970719E-4	0.006322094055013309	1.1091393078970719E-4	0.03737799467613132	1.1091393078970719E-4
4	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_2000_tokens/10220	0.03323791348600509	0.016698473282442748	0.01160941475826972	0.15410305343511452	1.5903307888040714E-4	1.5903307888040714E-4	0.010337150127226464	1.5903307888040714E-4	1.5903307888040714E-4	0.009064885496183206	1.5903307888040714E-4	1.5903307888040714E-4	1.5903307888040714E-4	0.002703562340966921	1.5903307888040714E-4	0.003975826972010178	0.10194020356234097	1.5903307888040714E-4	0.22280534351145037	1.5903307888040714E-4	0.006520356234096692	0.06377226463104325	0.005248091603053435	1.5903307888040714E-4	0.14138040712468194	1.5903307888040714E-4	1.5903307888040714E-4	1.5903307888040714E-4	0.002703562340966921	0.007792620865139949	1.5903307888040714E-4	0.06758905852417303	1.5903307888040714E-4	1.5903307888040714E-4	0.10194020356234097	0.010337150127226464	0.0014312977099236641	0.007792620865139949	0.014153944020356234	1.5903307888040714E-4
5	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_2000_tokens/102500	0.004155585106382979	1.6622340425531914E-4	1.6622340425531914E-4	1.6622340425531914E-4	1.6622340425531914E-4	1.6622340425531914E-4	1.6622340425531914E-4	1.6622340425531914E-4	0.0347406914893617	1.6622340425531914E-4	0.02144281914893617	0.0014960106382978723	0.10920877659574468	1.6622340425531914E-4	1.6622340425531914E-4	0.010804521276595746	0.0014960106382978723	0.06665558510638298	0.0028257978723404257	1.6622340425531914E-4	1.6622340425531914E-4	1.6622340425531914E-4	1.6622340425531914E-4	1.6622340425531914E-4	0.21160239361702127	1.6622340425531914E-4	1.6622340425531914E-4	0.0028257978723404257	0.39112367021276595	1.6622340425531914E-4	0.0028257978723404257	0.005485372340425532	1.6622340425531914E-4	0.0028257978723404257	0.1225066489361702	0.0014960106382978723	0.0028257978723404257	1.6622340425531914E-4	1.6622340425531914E-4	1.6622340425531914E-4
6	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_2000_tokens/102600	0.005700778642936596	1.3904338153503893E-4	0.004588431590656285	1.3904338153503893E-4	1.3904338153503893E-4	0.0012513904338153504	1.3904338153503893E-4	1.3904338153503893E-4	0.1914627363737486	0.0012513904338153504	1.3904338153503893E-4	1.3904338153503893E-4	0.23373192436040044	0.0012513904338153504	1.3904338153503893E-4	1.3904338153503893E-4	0.05130700778642937	1.3904338153503893E-4	1.3904338153503893E-4	1.3904338153503893E-4	0.027947719688542826	1.3904338153503893E-4	1.3904338153503893E-4	1.3904338153503893E-4	0.11916017797552836	0.006813125695216908	1.3904338153503893E-4	0.005700778642936596	0.061318131256952166	1.3904338153503893E-4	1.3904338153503893E-4	1.3904338153503893E-4	1.3904338153503893E-4	1.3904338153503893E-4	0.1236095661846496	1.3904338153503893E-4	0.061318131256952166	0.019048943270300333	1.3904338153503893E-4	0.08134037819799778
7	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_2000_tokens/102700	0.0025388291517323774	1.4934289127837514E-4	0.010902031063321386	1.4934289127837514E-4	1.4934289127837514E-4	1.4934289127837514E-4	0.006123058542413381	1.4934289127837514E-4	0.0013440860215053765	1.4934289127837514E-4	0.11603942652329749	1.4934289127837514E-4	1.4934289127837514E-4	1.4934289127837514E-4	0.0252389486260454	1.4934289127837514E-4	0.08736559139784947	1.4934289127837514E-4	0.19369772998805257	1.4934289127837514E-4	1.4934289127837514E-4	1.4934289127837514E-4	1.4934289127837514E-4	1.4934289127837514E-4	0.1267921146953405	1.4934289127837514E-4	1.4934289127837514E-4	1.4934289127837514E-4	1.4934289127837514E-4	1.4934289127837514E-4	1.4934289127837514E-4	0.07900238948626045	0.006123058542413381	1.4934289127837514E-4	0.16502389486260455	0.006123058542413381	1.4934289127837514E-4	1.4934289127837514E-4	0.16980286738351255	1.4934289127837514E-4
8	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_2000_tokens/102820	0.0015845070422535212	0.015669014084507042	0.04383802816901408	0.025528169014084508	1.7605633802816902E-4	1.7605633802816902E-4	1.7605633802816902E-4	1.7605633802816902E-4	1.7605633802816902E-4	1.7605633802816902E-4	0.002992957746478873	0.011443661971830986	0.024119718309859154	1.7605633802816902E-4	1.7605633802816902E-4	0.0015845070422535212	1.7605633802816902E-4	1.7605633802816902E-4	0.14242957746478874	1.7605633802816902E-4	1.7605633802816902E-4	1.7605633802816902E-4	0.002992957746478873	0.0875	0.16496478873239437	1.7605633802816902E-4	1.7605633802816902E-4	1.7605633802816902E-4	0.08890845070422536	1.7605633802816902E-4	1.7605633802816902E-4	0.15933098591549297	1.7605633802816902E-4	0.036795774647887323	0.1198943661971831	0.017077464788732396	0.0072183098591549295	0.03538732394366197	0.0072183098591549295	1.7605633802816902E-4
9	file:/C:/Users/papacharlie/code/SteamyReviews/./data/reviews_2000_tokens/102840	1.1904761904761905E-4	0.0020238095238095236	1.1904761904761905E-4	1.1904761904761905E-4	1.1904761904761905E-4	1.1904761904761905E-4	1.1904761904761905E-4	1.1904761904761905E-4	0.06011904761904762	0.007738095238095238	0.0067857142857142855	0.002976190476190476	0.10869047619047618	1.1904761904761905E-4	0.0067857142857142855	1.1904761904761905E-4	0.12488095238095238	0.16392857142857142	1.1904761904761905E-4	1.1904761904761905E-4	1.1904761904761905E-4	1.1904761904761905E-4	0.0020238095238095236	1.1904761904761905E-4	0.22107142857142856	0.0010714285714285715	1.1904761904761905E-4	0.009642857142857142	1.1904761904761905E-4	0.0125	1.1904761904761905E-4	0.024880952380952382	0.009642857142857142	0.005833333333333334	0.18107142857142858	1.1904761904761905E-4	0.04488095238095238	1.1904761904761905E-4	1.1904761904761905E-4	0.0010714285714285715
