0	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/10	0.22233893557422968	0.003851540616246499	1.1671335200746966E-4	1.1671335200746966E-4	1.1671335200746966E-4	0.1000233426704015	1.1671335200746966E-4	0.003851540616246499	0.0010504201680672268	0.21626984126984128	0.07201213818860877	0.09862278244631185	0.0015172735760971055	0.11122782446311857	0.003851540616246499	0.024859943977591035	5.835667600373483E-4	0.12103174603174603	0.00992063492063492	0.008520074696545284
1	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/10090	0.1757136678200692	0.07623269896193771	9.731833910034602E-4	0.0031358131487889272	0.0027032871972318337	0.09396626297577855	1.0813148788927336E-4	1.0813148788927336E-4	1.0813148788927336E-4	0.4071150519031142	1.0813148788927336E-4	0.011786332179930796	1.0813148788927336E-4	0.05720155709342561	5.406574394463668E-4	0.06887975778546712	1.0813148788927336E-4	0.10088667820069204	1.0813148788927336E-4	1.0813148788927336E-4
2	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/10150	0.1509808500700607	0.03281177020084073	0.058967772069126574	0.02580569827183559	0.002919196637085474	1.1676786548341896E-4	0.05289584306398879	0.006188696870621205	0.013194768799626343	0.11408220457730033	5.838393274170948E-4	0.0010509107893507707	0.027673984119570293	0.04635684259691733	0.004787482484820177	0.23178421298458665	0.009925268566090611	0.20095749649696404	0.017398411957029427	0.0015179822512844466
3	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/10180	0.18958810068649887	0.0014874141876430205	5.720823798627002E-4	1.1441647597254005E-4	0.0010297482837528604	0.11178489702517162	0.010640732265446224	1.1441647597254005E-4	1.1441647597254005E-4	0.23123569794050344	0.0010297482837528604	0.0742562929061785	1.1441647597254005E-4	0.07242562929061785	1.1441647597254005E-4	0.12048054919908467	0.006521739130434782	0.1754004576659039	1.1441647597254005E-4	0.002860411899313501
4	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/10220	0.37642721217887726	5.946717411988582E-4	0.008206470028544244	1.1893434823977165E-4	0.006303520456707897	1.1893434823977165E-4	0.020575642245480495	0.0024976213130352047	1.1893434823977165E-4	0.08147002854424358	1.1893434823977165E-4	1.1893434823977165E-4	0.017245480494766888	0.21324928639391055	0.01439105613701237	0.09336346336822074	0.013915318744053282	0.13617982873453854	0.0044005708848715505	0.010585156993339676
5	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/102500	0.11946614583333333	0.021809895833333332	0.04090711805555555	0.0014105902777777778	1.0850694444444444E-4	0.004448784722222222	0.021375868055555556	0.005316840277777778	0.4506293402777778	0.014431423611111112	1.0850694444444444E-4	0.014431423611111112	1.0850694444444444E-4	0.006618923611111111	0.018771701388888888	0.04307725694444445	0.004448784722222222	0.2318793402777778	1.0850694444444444E-4	5.425347222222222E-4
6	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/102600	0.12813581314878894	0.024329584775086507	0.01611159169550173	1.0813148788927336E-4	1.0813148788927336E-4	0.018274221453287196	0.21810121107266436	1.0813148788927336E-4	0.16619809688581316	0.06801470588235294	0.15322231833910036	1.0813148788927336E-4	0.004000865051903114	5.406574394463668E-4	0.001838235294117647	0.010488754325259515	1.0813148788927336E-4	0.18220155709342561	0.007893598615916955	1.0813148788927336E-4
7	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/102700	0.36238420282788886	1.2189176011701609E-4	0.0010970258410531448	1.2189176011701609E-4	1.2189176011701609E-4	0.0010970258410531448	0.002559726962457338	0.0035348610433934666	1.2189176011701609E-4	0.1264017552413457	0.004022428083861531	0.34970745977571915	6.094588005850804E-4	0.06984397854705023	1.2189176011701609E-4	0.028888347147732814	1.2189176011701609E-4	0.04790346172598732	1.2189176011701609E-4	0.0010970258410531448
8	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/102820	0.3139007470651014	0.040154749199573105	1.3340448239060833E-4	0.0033351120597652083	0.0076040554962646745	1.3340448239060833E-4	0.009738527214514408	0.20237459978655284	0.1121931696905016	1.3340448239060833E-4	6.670224119530416E-4	0.0038687299893276415	1.3340448239060833E-4	0.035352187833511205	0.01827641408751334	0.053495197438633936	0.04922625400213447	0.1185965848452508	0.0076040554962646745	0.02307897545357524
9	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/102840	0.209447983014862	1.0615711252653928E-4	0.2892781316348195	0.0030785562632696392	5.307855626326964E-4	0.01624203821656051	0.040021231422505306	1.0615711252653928E-4	0.030254777070063694	0.11220806794055202	5.307855626326964E-4	1.0615711252653928E-4	1.0615711252653928E-4	0.010721868365180466	0.018365180467091295	0.06464968152866242	1.0615711252653928E-4	0.17250530785562632	0.02685774946921444	0.004777070063694267
10	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/104200	0.2524026910139356	1.201345506967804E-4	0.01261412782316194	0.004444978375780875	0.02751081210956271	1.201345506967804E-4	0.40905814512253724	0.007328207592503604	1.201345506967804E-4	0.044329649207111965	0.006367131186929361	1.201345506967804E-4	0.0010812109562710235	0.0034839019702066314	0.05778471888515137	0.004925516578567996	0.025588659298414224	0.14187890437289766	1.201345506967804E-4	6.00672753483902E-4
11	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/104700	0.2899357072205737	0.023862512363996044	0.0016073194856577645	0.0016073194856577645	0.001112759643916914	0.08172601384767557	0.022873392680514342	1.2363996043521266E-4	0.007047477744807121	0.06095450049455984	6.181998021760633E-4	0.2884520276953511	0.0016073194856577645	0.004080118694362018	1.2363996043521266E-4	0.0016073194856577645	0.09260633036597428	0.08914441147378833	0.018422354104846685	0.012487636003956479
12	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/104900	0.24543279686820357	1.0874293170943889E-4	0.0018486298390604612	0.004023488473249239	1.0874293170943889E-4	0.05665506742061766	0.023162244454110484	0.0035885167464114833	0.02359721618094824	0.28588516746411485	0.0018486298390604612	0.05491518051326664	0.0014136581122227054	1.0874293170943889E-4	0.003153545019573728	0.01359286646367986	0.04708568943018704	0.13581992170508916	0.0953675511091779	0.0022836015658982164
13	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/10500	0.11319324090121317	0.5404029462738301	1.0831889081455805E-4	0.0014081455805892548	0.023071923743500866	0.01397313691507799	0.004007798960138648	0.001841421143847487	1.0831889081455805E-4	0.023505199306759098	1.0831889081455805E-4	1.0831889081455805E-4	1.0831889081455805E-4	0.05426776429809359	1.0831889081455805E-4	0.023071923743500866	0.017872616984402078	0.18035095320623917	0.001841421143847487	5.415944540727903E-4
14	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/105000	0.2561002661934339	0.0014418811002661935	5.545696539485359E-4	1.1091393078970719E-4	0.002329192546583851	1.1091393078970719E-4	0.004103815439219166	0.011645962732919254	1.1091393078970719E-4	1.1091393078970719E-4	1.1091393078970719E-4	0.012976929902395741	0.008540372670807454	0.03161047027506655	0.33240905057675246	1.1091393078970719E-4	0.012089618456078083	0.21129103815439218	0.008540372670807454	0.10570097604259095
15	file:/C:/Users/papacharlie/code/SteamyReviews/./data/cut_reviews/105400	0.343812625250501	0.004634268537074149	0.014153306613226453	1.25250501002004E-4	1.25250501002004E-4	0.018161322645290582	1.25250501002004E-4	0.0031312625250501003	0.09130761523046092	0.001628256513026052	1.25250501002004E-4	0.015155310621242485	0.00814128256513026	0.050726452905811625	0.03920340681362725	0.21355210420841683	0.052730460921843685	0.1283817635270541	1.25250501002004E-4	0.01465430861723447
